Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-02 00:00:00-03:00,14.848025925739297,15.01832946527018,14.381264511991091,14.456955909729004,78424700,0.0,0.0
2023-01-03 00:00:00-03:00,14.469569533060925,14.570490582036994,13.958655369161553,14.09111499786377,96750300,0.0,0.0
2023-01-04 00:00:00-03:00,13.851426481786774,14.879561313367722,13.769428581371296,14.538951873779297,129504000,0.0,0.0
2023-01-05 00:00:00-03:00,14.721873607078225,15.163404142188798,14.602029398449826,15.062481880187988,73886000,0.0,0.0
2023-01-06 00:00:00-03:00,15.100324486505695,15.340011642068301,14.85432841284497,14.974172592163086,51851500,0.0,0.0
2023-01-09 00:00:00-03:00,14.822794533332855,15.138173140425042,14.66510522978676,15.056175231933594,46385200,0.0,0.0
2023-01-10 00:00:00-03:00,15.106635894905695,15.207556953824215,14.74079675555758,15.194941520690918,52741100,0.0,0.0
2023-01-11 00:00:00-03:00,15.232785895254905,15.529242544470987,15.169709935651024,15.31478500366211,53536500,0.0,0.0
2023-01-12 00:00:00-03:00,15.321091884108405,15.548163641991374,15.207555403630021,15.535548210144043,58130000,0.0,0.0
2023-01-13 00:00:00-03:00,15.415706597715191,15.554472751244756,15.295862390577806,15.49770450592041,40002700,0.0,0.0
2023-01-16 00:00:00-03:00,15.396782998949192,15.453551242616959,15.030943874797948,15.163403511047363,31973700,0.0,0.0
2023-01-17 00:00:00-03:00,15.207554481709785,16.1599978731154,15.207554481709785,16.096921920776367,91797500,0.0,0.0
2023-01-18 00:00:00-03:00,16.29876405823587,16.418608247758208,15.768927981801445,15.813080787658691,69692900,0.0,0.0
2023-01-19 00:00:00-03:00,15.768929680496626,16.368149489585043,15.636471248655907,16.330303192138672,75553300,0.0,0.0
2023-01-20 00:00:00-03:00,16.330299965637305,16.778138105679034,16.0338445793235,16.63306427001953,114219500,0.0,0.0
2023-01-23 00:00:00-03:00,16.569989565152724,17.408896473163466,16.481682751680108,16.89798355102539,87678100,0.0,0.0
2023-01-24 00:00:00-03:00,17.326897118108825,17.364743410352936,16.633065269998546,16.778139114379883,65794000,0.0,0.0
2023-01-25 00:00:00-03:00,16.746601478836677,17.08090319400858,16.405993251009956,16.992597579956055,51832900,0.0,0.0
2023-01-26 00:00:00-03:00,17.087213017388493,17.156596695887302,16.27353563414432,16.557376861572266,73344800,0.0,0.0
2023-01-27 00:00:00-03:00,16.5132215903222,16.54475896508551,16.0464614659976,16.159997940063477,47681900,0.0,0.0
2023-01-30 00:00:00-03:00,16.305074636100084,16.443840793593342,16.09061708165436,16.24199867248535,40683200,0.0,0.0
2023-01-31 00:00:00-03:00,16.166304646578702,16.532143732362893,16.096922180651976,16.443838119506836,54048900,0.0,0.0
2023-02-01 00:00:00-03:00,16.443837390868474,16.702447705408066,16.052768662914122,16.216764450073242,56349200,0.0,0.0
2023-02-02 00:00:00-03:00,16.090615966323316,16.279842640977208,15.403090537034274,15.466166496276855,83823000,0.0,0.0
2023-02-03 00:00:00-03:00,15.478779614337435,16.008614464761653,15.403088233949017,15.636468887329102,71170700,0.0,0.0
2023-02-06 00:00:00-03:00,15.68693066734669,16.317687810008298,15.611239280874836,16.26091957092285,82794500,0.0,0.0
2023-02-07 00:00:00-03:00,16.34291687922338,16.48799072805257,16.059075694058684,16.159997940063477,55311800,0.0,0.0
2023-02-08 00:00:00-03:00,16.273531742566327,16.49429695520929,16.122150191830084,16.43122100830078,48713100,0.0,0.0
2023-02-09 00:00:00-03:00,16.43122378648248,16.601528511008382,16.267227981095118,16.355533599853516,38198300,0.0,0.0
2023-02-10 00:00:00-03:00,16.387070198574893,16.89798434787974,16.35553282282343,16.853830337524414,54683100,0.0,0.0
2023-02-13 00:00:00-03:00,16.83490868448606,16.961059392747636,16.63306658880851,16.9042911529541,36726900,0.0,0.0
2023-02-14 00:00:00-03:00,16.935830376579432,17.068288805753994,16.778141082948476,16.841217041015625,35839000,0.0,0.0
2023-02-15 00:00:00-03:00,16.76552260071498,16.90428872075913,16.588910190871285,16.866443634033203,72554100,0.0,0.0
2023-02-16 00:00:00-03:00,16.778137990680733,16.99890320169106,16.70875432928713,16.935827255249023,44115700,0.0,0.0
2023-02-17 00:00:00-03:00,16.822291322760584,16.822291322760584,16.6330646805408,16.677217483520508,61085700,0.0,0.0
2023-02-22 00:00:00-03:00,16.399685939057104,16.469069610705958,16.204151558952084,16.24830436706543,38608500,0.0,0.0
2023-02-23 00:00:00-03:00,16.254609468321977,16.897981948102558,16.254609468321977,16.746599197387695,73913400,0.0,0.0
2023-02-24 00:00:00-03:00,16.822294113565928,16.8412172621567,16.317688848550457,16.336610794067383,64409100,0.0,0.0
2023-02-27 00:00:00-03:00,16.298762674079754,16.866443792600112,16.27983952900208,16.49429702758789,76250600,0.0,0.0
2023-02-28 00:00:00-03:00,16.532145001590397,16.979983222043302,15.920310974121096,15.920310974121094,130248100,0.0,0.0
2023-03-01 00:00:00-03:00,15.964463347974164,16.040154736361806,15.258016004033896,15.958155632019043,109257700,0.0,0.0
2023-03-02 00:00:00-03:00,16.033847806709584,16.191537104099304,15.37155323890231,15.54185676574707,124516200,0.0,0.0
2023-03-03 00:00:00-03:00,15.661697679133926,16.23568650482939,15.42201052679652,16.21045684814453,87591800,0.0,0.0
2023-03-06 00:00:00-03:00,16.210460591632422,16.47537866490593,16.002310762851373,16.37445640563965,50227400,0.0,0.0
2023-03-07 00:00:00-03:00,16.223074279713966,16.260920576827964,15.724776731784832,15.832005500793457,59052500,0.0,0.0
2023-03-08 00:00:00-03:00,15.863541191807075,16.349224458793866,15.850925760777198,16.033845901489258,66220400,0.0,0.0
2023-03-09 00:00:00-03:00,15.989693142406486,16.544758875522557,15.945540336747378,15.964462280273438,68042300,0.0,0.0
2023-03-10 00:00:00-03:00,15.869849803507579,16.134767854726572,15.731083663563833,15.75631332397461,48118600,0.0,0.0
2023-03-13 00:00:00-03:00,15.48508835398445,15.680623946833727,15.201248343615063,15.258016586303711,58605500,0.0,0.0
2023-03-14 00:00:00-03:00,15.314783702994054,15.598623692494499,14.88586865780359,14.98678970336914,58916700,0.0,0.0
2023-03-15 00:00:00-03:00,14.71556270716063,14.810176029053078,14.381261019862071,14.721870422363281,93708800,0.0,0.0
2023-03-16 00:00:00-03:00,14.759717130665246,14.83540851833197,14.488491362547354,14.671411514282227,66821000,0.0,0.0
2023-03-17 00:00:00-03:00,14.570491212917165,14.8291015625,14.41910963289847,14.8291015625,93502700,0.0,0.0
2023-03-20 00:00:00-03:00,14.829100702232969,14.917406318019285,14.4380307408994,14.463261604309082,57575200,0.0,0.0
2023-03-21 00:00:00-03:00,14.633568171199666,14.88587082179126,14.557876774485221,14.759718894958496,43391200,0.0,0.0
2023-03-22 00:00:00-03:00,14.753407908868132,14.898482953498515,14.532643890444293,14.71556282043457,46435600,0.0,0.0
2023-03-23 00:00:00-03:00,14.740795371329474,14.930022038263967,14.248804352996455,14.38126277923584,74711200,0.0,0.0
