Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,EMA_20,RSI_14
2023-01-02 00:00:00-03:00,14.848025925739297,15.01832946527018,14.381264511991091,14.456955909729004,78424700,0.0,0.0,,14.456955909729004,
2023-01-03 00:00:00-03:00,14.469569533060923,14.570490582036994,13.958655369161551,14.09111499786377,96750300,0.0,0.0,,14.422113918122792,
2023-01-04 00:00:00-03:00,13.851426481786774,14.879561313367722,13.769428581371296,14.538951873779297,129504000,0.0,0.0,,14.43324134247103,
2023-01-05 00:00:00-03:00,14.721873607078225,15.163404142188798,14.602029398449826,15.062481880187988,73886000,0.0,0.0,,14.493169012729789,
2023-01-06 00:00:00-03:00,15.100324486505697,15.3400116420683,14.85432841284497,14.974172592163086,51851500,0.0,0.0,,14.53897887743772,
2023-01-09 00:00:00-03:00,14.822794533332855,15.138173140425042,14.66510522978676,15.056175231933594,46385200,0.0,0.0,,14.588235673103995,
2023-01-10 00:00:00-03:00,15.106635894905695,15.207556953824216,14.74079675555758,15.194941520690918,52741100,0.0,0.0,,14.646017182397989,
2023-01-11 00:00:00-03:00,15.232785895254905,15.529242544470987,15.169709935651024,15.31478500366211,53536500,0.0,0.0,,14.709709355851714,
2023-01-12 00:00:00-03:00,15.321091884108403,15.548163641991374,15.20755540363002,15.535548210144045,58130000,0.0,0.0,,14.788360675308127,
2023-01-13 00:00:00-03:00,15.415706597715191,15.554472751244756,15.295862390577806,15.49770450592041,40002700,0.0,0.0,,14.855917230604534,
2023-01-16 00:00:00-03:00,15.396782998949192,15.45355124261696,15.030943874797948,15.163403511047363,31973700,0.0,0.0,,14.885201638265757,
2023-01-17 00:00:00-03:00,15.207554481709783,16.1599978731154,15.207554481709783,16.096921920776367,91797500,0.0,0.0,,15.000603569933435,
2023-01-18 00:00:00-03:00,16.29876405823587,16.418608247758208,15.768927981801443,15.813080787658691,69692900,0.0,0.0,,15.077982352573937,
2023-01-19 00:00:00-03:00,15.768929680496626,16.368149489585043,15.636471248655909,16.330303192138672,75553300,0.0,0.0,,15.197251003961055,72.88130775956319
2023-01-20 00:00:00-03:00,16.330299965637305,16.778138105679034,16.0338445793235,16.63306427001953,114219500,0.0,0.0,,15.333995124538053,74.74886327129272
2023-01-23 00:00:00-03:00,16.569989565152724,17.408896473163466,16.481682751680108,16.89798355102539,87678100,0.0,0.0,,15.482946403251132,82.67251169208599
2023-01-24 00:00:00-03:00,17.326897118108825,17.364743410352936,16.633065269998546,16.778139114379883,65794000,0.0,0.0,,15.606298090025298,78.2193601734536
2023-01-25 00:00:00-03:00,16.746601478836677,17.08090319400858,16.405993251009956,16.992597579956055,51832900,0.0,0.0,,15.738326612875847,76.37927011903999
2023-01-26 00:00:00-03:00,17.087213017388493,17.156596695887302,16.27353563414432,16.557376861572266,73344800,0.0,0.0,,15.816331398465982,69.76383543482794
2023-01-27 00:00:00-03:00,16.5132215903222,16.54475896508551,16.0464614659976,16.159997940063477,47681900,0.0,0.0,15.657285022735596,15.84906154528479,62.77370764434625
2023-01-30 00:00:00-03:00,16.305074636100084,16.443840793593342,16.09061708165436,16.24199867248535,40683200,0.0,0.0,15.746537160873412,15.8864841288277,62.278113754716166
2023-01-31 00:00:00-03:00,16.166304646578702,16.532143732362893,16.096922180651976,16.443838119506836,54048900,0.0,0.0,15.864173316955567,15.939565461273332,62.989826684982724
2023-02-01 00:00:00-03:00,16.443837390868474,16.702447705408066,16.052768662914122,16.216764450073242,56349200,0.0,0.0,15.948063945770263,15.965965364968561,57.82607161787843
2023-02-02 00:00:00-03:00,16.090615966323316,16.279842640977208,15.403090537034274,15.466166496276855,83823000,0.0,0.0,15.968248176574708,15.918365472712207,49.68866585552213
2023-02-03 00:00:00-03:00,15.478779614337435,16.008614464761653,15.403088233949015,15.636468887329102,71170700,0.0,0.0,16.001362991333007,15.891518178866196,54.82623341400325
2023-02-06 00:00:00-03:00,15.68693066734669,16.317687810008298,15.611239280874836,16.26091957092285,82794500,0.0,0.0,16.06160020828247,15.926699263823972,51.78572318653
2023-02-07 00:00:00-03:00,16.34291687922338,16.48799072805257,16.059075694058684,16.159997940063477,55311800,0.0,0.0,16.1098530292511,15.94891818537059,53.934200459728544
2023-02-08 00:00:00-03:00,16.273531742566327,16.49429695520929,16.122150191830084,16.43122100830078,48713100,0.0,0.0,16.16567482948303,15.994851787554419,51.21208261496458
2023-02-09 00:00:00-03:00,16.43122378648248,16.601528511008382,16.267227981095118,16.355533599853516,38198300,0.0,0.0,16.206674098968506,16.029202436344807,46.47438522355837
2023-02-10 00:00:00-03:00,16.387070198574893,16.89798434787974,16.35553282282343,16.853830337524414,54683100,0.0,0.0,16.274480390548707,16.10773842693334,49.4704956100703
2023-02-13 00:00:00-03:00,16.83490868448606,16.961059392747636,16.63306658880851,16.9042911529541,36726900,0.0,0.0,16.361524772644042,16.18360059131627,51.53847227423606
2023-02-14 00:00:00-03:00,16.935830376579432,17.068288805753994,16.778141082948476,16.841217041015625,35839000,0.0,0.0,16.398739528656005,16.246230729382876,48.08307642961966
2023-02-15 00:00:00-03:00,16.76552260071498,16.90428872075913,16.588910190871285,16.866443634033203,72554100,0.0,0.0,16.45140767097473,16.30529862506386,54.36715823698759
2023-02-16 00:00:00-03:00,16.778137990680733,16.99890320169106,16.70875432928713,16.935827255249023,44115700,0.0,0.0,16.481683874130248,16.36534897079578,62.082540470887515
2023-02-17 00:00:00-03:00,16.822291322760584,16.822291322760584,16.6330646805408,16.677217483520508,61085700,0.0,0.0,16.4838915348053,16.39505073391242,56.42456165839171
2023-02-22 00:00:00-03:00,16.399685939057104,16.469069610705958,16.204151558952084,16.24830436706543,38608500,0.0,0.0,16.4514075756073,16.3810748894508,47.29493960872725
2023-02-23 00:00:00-03:00,16.254609468321977,16.897981948102558,16.254609468321977,16.746599197387695,73913400,0.0,0.0,16.44983057975769,16.415886728301935,56.81820301596738
